1,1,54.62,59.23,120.78,66.92000000000002,1,1,1.0
1,2,0.0,13.22,18.85,34.480000000000004,1,1,1.0
1,3,95.17,0.01,223.07,63.46,1,1,1.0
1,4,311.7,0.35,399.46,112.75,1,1,1.0
2,1,37.18,56.15,117.94999999999999,65.89000000000001,1,1,1.0
2,2,0.0,16.7,9.7,28.7,1,1,1.0
2,3,95.17,0.01,223.07,63.46,1,1,1.0
2,4,310.93,0.35,399.46,112.75,1,1,1.0
3,1,19.74,53.08,115.13000000000001,64.84,1,1,1.0
3,2,0.0,22.8,4.0,19.3,1,1,1.0
3,3,95.17,0.01,223.07,63.46,1,1,1.0
3,4,310.04,0.35,399.46,112.75,1,1,1.0
4,1,2.31,50.0,112.28999999999999,63.8,1,1,1.0
4,3,95.17,0.01,223.07,63.46,1,1,1.0
4,4,309.6,0.35,399.44999999999993,112.75,1,1,1.0
5,1,1.46,47.3,95.80000000000001,61.3,1,1,1.0
5,3,95.17,0.01,223.07,63.46,1,1,1.0
5,4,309.15,0.35,399.46000000000004,112.75,1,1,1.0
6,1,0.39,44.6,75.91,58.800000000000004,1,1,1.0
6,3,95.17,0.01,223.07,63.46,1,1,1.0
6,4,308.26,0.26,399.46000000000004,112.61999999999999,1,1,1.0
7,1,0.58,41.9,59.02,56.300000000000004,1,1,1.0
7,3,95.17,0.01,223.07,63.46,1,1,1.0
7,4,307.37,0.18,399.46000000000004,112.47999999999999,1,1,1.0
8,1,0.0,39.2,42.9,53.8,1,1,1.0
8,3,95.17,0.01,223.07,63.46,1,1,1.0
8,4,306.48,0.09,399.46000000000004,112.34,1,1,1.0
9,1,0.38,41.1,27.32,44.99999999999999,1,1,1.0
9,3,95.17,0.01,223.07,63.46,1,1,1.0
9,4,305.59,0.0,399.46,112.21,1,1,1.0
10,1,0.77,43.0,13.63,36.2,1,1,1.0
10,3,95.17,0.01,223.07,63.46,1,1,1.0
10,4,305.46,0.0,399.46,112.21,1,1,1.0
10,5,917.2,192.82,42.799999999999955,72.98000000000002,1,1,1.0
11,3,95.17,0.01,223.07,63.46,1,1,1.0
11,4,305.34,0.0,399.46,112.21,1,1,1.0
11,5,871.9,183.37,87.89999999999998,83.13,1,1,1.0
12,3,95.17,0.01,223.07,63.46,1,1,1.0
12,4,305.21,0.0,399.46,112.21,1,1,1.0
12,5,824.0,174.4,136.0,87.62999999999997,1,1,1.0
13,3,95.17,0.01,223.07,63.46,1,1,1.0
13,4,305.08,0.0,399.46,112.21,1,1,1.0
13,5,782.64,163.1,177.21000000000004,104.16999999999999,1,1,1.0
14,3,95.17,0.01,223.07,63.46,1,1,1.0
14,4,304.95,0.0,399.46,112.21,1,1,1.0
14,5,741.28,151.8,218.42000000000007,120.69999999999999,1,1,1.0
14,6,1.54,172.89,16.54,60.80000000000001,1,1,1.0
15,3,95.17,0.01,223.07,63.46,1,1,1.0
15,4,304.83,0.0,399.46,112.21,1,1,1.0
15,5,697.4,143.42,262.30000000000007,118.15,1,1,1.0
15,6,1.54,163.6,38.2,82.69,1,1,1.0
16,3,95.17,0.01,223.07,63.46,1,1,1.0
16,4,304.7,0.0,399.46,112.21,1,1,1.0
16,5,658.56,135.05,270.34000000000003,115.57999999999998,1,1,1.0
16,6,1.54,162.65,52.96,96.23999999999998,1,1,1.0
17,3,95.17,0.01,223.07,63.46,1,1,1.0
17,4,304.7,0.0,399.46,112.21,1,1,1.0
17,5,617.2,126.67,265.0999999999999,113.02999999999999,1,1,1.0
17,6,1.54,161.7,73.25999999999999,109.80000000000001,1,1,1.0
18,3,95.17,0.01,223.07,63.46,1,1,1.0
18,4,304.7,0.0,399.46,112.21,1,1,1.0
18,5,583.17,120.01,250.73000000000002,109.74,1,1,1.0
18,6,1.54,167.6,96.99,116.50000000000003,1,1,1.0
19,3,95.17,0.01,223.07,63.46,1,1,1.0
19,4,304.7,0.0,399.46,112.21,1,1,1.0
19,5,549.35,114.76,243.60000000000002,105.45,1,1,1.0
19,6,1.54,173.5,120.71,123.19999999999999,1,1,1.0
20,3,95.17,0.01,223.07,63.46,1,1,1.0
20,4,304.7,0.0,399.46,112.21,1,1,1.0
20,5,515.53,109.5,236.47000000000003,101.16999999999999,1,1,1.0
20,6,1.54,179.4,144.44,129.9,1,1,1.0
21,3,95.17,0.01,223.07,63.46,1,1,1.0
21,4,304.7,0.0,399.46,112.21,1,1,0.0
21,5,485.49,104.75,227.09000000000003,98.38,1,1,1.0
21,6,1.54,185.3,168.16,136.59999999999997,1,1,1.0
22,3,95.17,0.01,223.07,63.46,1,1,1.0
22,4,304.7,0.0,399.46,112.21,1,1,0.0
22,5,456.12,100.0,219.08000000000004,95.59,1,1,1.0
22,6,1.4,196.16,199.5,146.41,1,1,1.0
23,3,95.17,0.01,223.07,63.46,1,1,1.0
23,4,304.7,0.0,399.46,112.21,1,1,0.0
23,5,429.73,95.25,209.01999999999998,92.78999999999999,1,1,1.0
23,6,8.51,204.25,219.39000000000001,149.35000000000002,1,1,1.0
24,3,95.17,0.01,223.07,63.46,1,1,1.0
24,4,304.7,0.0,399.46,112.21,1,1,0.0
24,5,403.35,90.5,198.94999999999993,90.0,1,1,1.0
24,6,32.39,211.44,231.11,160.31,1,1,1.0
25,3,95.17,0.01,223.07,63.46,1,1,1.0
25,4,304.7,0.0,399.46,112.21,1,1,0.0
25,5,377.37,86.31,193.77999999999997,88.03,1,1,1.0
25,6,56.41,220.82,245.48999999999998,171.28000000000003,1,1,1.0
26,3,95.17,0.01,223.07,63.46,1,1,1.0
26,4,304.7,0.0,399.46,112.21,1,1,0.0
26,5,351.39,82.12,188.61,86.06,1,1,1.0
26,6,80.43,230.21,264.07,182.23999999999998,1,1,1.0
27,3,95.17,0.01,223.07,63.46,1,1,1.0
27,4,304.7,0.0,399.46,112.21,1,1,0.0
27,5,331.01,78.56,182.21000000000004,84.07999999999998,1,1,1.0
27,6,112.49,244.19,279.21,193.20999999999998,1,1,1.0
