1,1,121.54,333.08,135.38,60.77000000000004,1,1,1.0
1,2,207.1,250.02,96.53,40.78999999999999,1,1,1.0
1,3,732.68,266.22,72.40000000000009,39.06999999999999,1,1,1.0
2,1,97.23,336.68,137.67000000000002,61.45999999999998,1,1,1.0
2,2,207.37,250.28,96.51999999999998,40.79999999999998,1,1,1.0
2,3,719.12,267.42,73.33000000000004,39.870000000000005,1,1,1.0
3,1,72.92,340.29,139.95,62.139999999999986,1,1,1.0
3,2,207.63,250.55,96.53000000000003,40.80000000000001,1,1,1.0
3,3,705.56,268.61,74.25,40.69,1,1,1.0
4,1,48.62,343.89,142.23,62.83000000000004,1,1,1.0
4,2,207.9,250.82,96.53,40.79000000000002,1,1,1.0
4,3,691.99,269.81,75.17999999999995,41.49000000000001,1,1,1.0
5,1,24.31,347.5,144.51,63.5,1,1,1.0
5,2,208.16,251.08,96.53,40.79999999999998,1,1,1.0
5,3,678.43,271.01,76.11000000000001,42.29000000000002,1,1,1.0
6,1,0.0,351.1,146.8,64.19,1,1,1.0
6,2,208.43,251.35,96.52999999999997,40.78999999999999,1,1,1.0
6,3,664.87,272.2,77.02999999999997,43.10000000000002,1,1,1.0
7,1,0.0,354.25,123.38,63.44999999999999,1,1,1.0
7,2,208.43,251.35,95.95999999999998,40.78999999999999,1,1,1.0
7,3,649.85,274.55,78.26999999999998,43.360000000000014,1,1,1.0
8,1,0.0,357.4,99.95,62.700000000000045,1,1,1.0
8,2,208.43,251.35,95.39999999999998,40.78999999999999,1,1,1.0
8,3,634.84,276.9,79.5,43.610000000000014,1,1,1.0
9,1,0.0,360.55,76.53,61.94999999999999,1,1,1.0
9,2,208.43,251.35,94.82999999999998,40.78999999999999,1,1,1.0
9,3,619.82,279.25,80.7399999999999,43.870000000000005,1,1,1.0
10,1,0.0,363.7,53.1,61.19999999999999,1,1,1.0
10,2,208.43,251.35,94.26999999999998,40.78999999999999,1,1,1.0
10,3,604.8,281.6,81.98000000000002,44.129999999999995,1,1,1.0
11,1,0.0,370.27,30.5,57.60000000000002,1,1,1.0
11,2,208.43,251.39,94.26999999999998,40.80000000000001,1,1,1.0
11,3,589.84,282.88,83.03999999999996,43.910000000000025,1,1,1.0
12,2,208.43,251.44,94.26999999999998,40.79000000000002,1,1,1.0
12,3,574.88,284.16,84.11000000000001,43.67999999999995,1,1,1.0
13,2,208.43,251.48,94.26999999999998,40.79999999999998,1,1,1.0
13,3,559.91,285.45,85.19000000000005,43.44999999999999,1,1,1.0
14,2,208.43,251.53,94.26999999999998,40.79999999999998,1,1,1.0
14,3,542.73,288.01,87.37,44.99000000000001,1,1,1.0
15,2,208.43,251.57,94.26999999999998,40.80000000000001,1,1,1.0
15,3,525.56,290.58,89.54000000000008,46.52000000000004,1,1,1.0
16,2,208.43,251.62,94.26999999999998,40.80000000000001,1,1,1.0
16,3,508.38,293.14,91.72000000000003,48.06,1,1,1.0
17,2,208.43,251.66,94.26999999999998,40.79999999999998,1,1,1.0
17,3,491.2,295.7,93.90000000000003,49.60000000000002,1,1,1.0
18,2,208.43,251.71,94.26999999999998,40.79999999999998,1,1,1.0
18,3,474.02,298.27,96.08000000000004,51.129999999999995,1,1,1.0
19,2,208.43,251.76,94.26999999999998,40.79000000000002,1,1,1.0
19,3,456.84,300.83,98.26000000000005,52.670000000000016,1,1,1.0
20,2,208.43,251.8,94.26999999999998,40.80000000000001,1,1,1.0
20,3,438.63,303.52,100.19000000000005,53.700000000000045,1,1,1.0
21,2,208.43,251.85,94.26999999999998,40.78999999999999,1,1,1.0
21,3,420.43,306.22,102.09999999999997,54.70999999999998,1,1,1.0
22,2,208.43,251.89,94.26999999999998,40.80000000000001,1,1,1.0
22,3,402.22,308.91,104.02999999999997,55.73999999999995,1,1,1.0
23,2,208.43,251.94,94.26999999999998,40.79000000000002,1,1,1.0
23,3,384.02,311.6,105.95000000000005,56.76999999999998,1,1,1.0
24,2,208.43,251.98,94.26999999999998,40.79999999999998,1,1,1.0
24,3,365.81,314.29,107.87,57.789999999999964,1,1,1.0
25,2,208.43,252.03,94.26999999999998,40.78999999999999,1,1,1.0
25,3,347.61,316.99,109.78999999999996,58.81,1,1,1.0
26,2,208.43,252.07,94.26999999999998,40.80000000000001,1,1,1.0
26,3,326.67,320.2,112.22999999999996,60.03000000000003,1,1,1.0
27,2,208.43,252.12,94.26999999999998,40.80000000000001,1,1,1.0
27,3,305.72,323.41,114.67999999999995,61.25999999999999,1,1,1.0
28,2,208.43,252.16,94.26999999999998,40.79999999999998,1,1,1.0
28,3,284.78,326.63,117.12,62.47000000000003,1,1,1.0
29,2,208.43,252.21,94.26999999999998,40.79999999999998,1,1,1.0
29,3,263.84,329.84,119.56,63.69,1,1,1.0
30,2,208.43,252.26,94.26999999999998,40.79000000000002,1,1,1.0
30,3,242.9,333.05,121.99999999999997,64.92000000000002,1,1,1.0
31,2,208.43,252.3,94.26999999999998,40.80000000000001,1,1,1.0
31,3,221.95,336.27,124.44999999999999,66.13,1,1,1.0
32,2,208.43,252.35,94.26999999999998,40.78999999999999,1,1,1.0
32,3,197.14,340.17,128.81,67.95999999999998,1,1,1.0
33,2,208.43,252.39,94.26999999999998,40.80000000000001,1,1,1.0
33,3,172.32,344.08,133.18,69.79000000000002,1,1,1.0
34,2,208.43,252.44,94.26999999999998,40.79000000000002,1,1,1.0
34,3,147.51,347.98,137.54000000000002,71.62,1,1,1.0
35,2,208.43,252.48,94.26999999999998,40.79999999999998,1,1,1.0
35,3,122.7,351.89,141.90000000000003,73.44,1,1,1.0
36,2,208.43,252.53,94.26999999999998,40.78999999999999,1,1,1.0
36,3,97.88,355.8,146.27,75.26999999999998,1,1,1.0
37,2,208.43,252.57,94.26999999999998,40.80000000000001,1,1,1.0
37,3,73.07,359.7,150.63,77.10000000000002,1,1,1.0
38,2,208.43,252.62,94.26999999999998,40.80000000000001,1,1,1.0
38,3,58.45,364.58,140.91000000000003,78.19999999999999,1,1,1.0
39,2,208.43,252.66,94.26999999999998,40.79999999999998,1,1,1.0
39,3,43.84,369.46,131.18,79.30000000000001,1,1,1.0
40,2,208.43,252.71,94.26999999999998,40.79999999999998,1,1,1.0
40,3,29.23,374.34,121.45,80.40000000000003,1,1,1.0
41,2,208.43,252.75,94.26999999999998,40.80000000000001,1,1,1.0
41,3,14.61,379.22,111.73,81.5,1,1,1.0
42,2,208.43,252.8,94.26999999999998,40.80000000000001,1,1,1.0
42,3,0.0,384.1,102.0,82.59999999999997,1,1,1.0
43,2,208.43,252.85,94.26999999999998,40.78999999999999,1,1,1.0
